feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
0.0018213462482097778,-0.0013193538555294185,0.005858881436676596,0.021955060331096458,-0.0019484082979060319,-0.003966394247805433,0.009682832280500502,-0.004639053429160524,-0.008644802723822202,0.012156715504269453,0.002444196744888699,0.0035594513369684782,675.8509932193377
-0.004294378455727962,-0.0015732426293715144,0.00555620376350315,0.004918037099876851,0.0067062134370663665,-0.011201396589848252,0.005486444527662324,-0.005409831732769961,-0.014988731981060847,0.004122682371305804,0.0007028505617631525,-0.0012318800087245685,673.9742622089211
-0.0020464944266243954,-0.006717182243312842,0.012270915645982153,7.407747594917328e-05,-0.006127034443522319,0.0032163518559172374,-0.012119300738974893,-0.005530032805549674,0.01007388615180793,0.003766738245015182,-0.0010166507060616605,-0.001816190379974988,673.3586851131905
0.0027680986205922764,0.004880936089433113,-0.0033398657816505165,-0.0031842364863493627,-0.0005205783636760724,0.003457248066917384,0.00202497855603464,-0.012863540918899201,0.002318684152582275,0.0009662996214693692,0.005018839846556524,0.008128798311395057,674.3259360507045
-0.004281265632889642,-0.002687383499575983,0.014784856093009982,-0.004035203889386108,0.009604291005653423,0.008402085541762609,0.0019272216802231953,0.004632137496060102,-0.006889238167338931,0.005027309043568565,-0.007443821378085991,-0.010400625740592211,677.1519895961907
-0.0015253725833072117,0.0009409601053148101,-0.00029656608515496913,0.006204172237971883,0.017362578568371447,-0.010616936791922429,-0.0034326013865757297,0.003991568072343033,0.0024242273548798344,0.012303371532682492,0.014938991469188381,-0.009700087873202876,674.5219941276897
-0.003557453087728437,-0.013462713284638436,0.004437454790558167,1.5234065115599147e-06,-0.009140215648744334,-0.013048298402539989,0.00746107463452006,-0.0007085749993288428,0.006366506370830415,0.00423164183917353,-0.006382067280198462,0.014049927628957307,674.3796486685407
-0.008988645146092907,0.0035257125812267576,0.004730100931560863,-0.0005517583496637162,-0.004882068692051547,0.01271992636894998,0.0046152965316655255,-0.014281396869785698,0.014075693978111857,0.0003678574483961478,-0.01024788744845998,0.0005830705386239952,674.8266465254554
0.012194155690290864,0.00259265540894448,-0.015171439531919781,-0.020620811181947814,0.005580156450176959,0.005421432283682319,-0.0072366667754310676,0.015077093133808377,0.004571361879024575,-0.006625670165253905,-0.004974188024822232,0.00011279336015659688,675.6651246004001
-0.0001029277745983159,-0.00512172733460714,-0.002592703052569731,-0.0068748715285705825,0.0072280567746610775,-0.00964086659534175,-0.005228235949216829,0.0081911547273523,0.0016099520485326725,-0.01619498772689439,0.0003492269342190737,0.0034007934145223843,674.9749300419802
-1.2531380467914744e-05,0.013979031550059964,0.003584979717188548,0.013113359905535816,0.009803000506929841,-0.0007060404263753567,-0.00871323741859793,0.004041484784741052,0.003142495054535123,-0.0052354486329783045,-0.0063854462245410745,-0.0172407406538509,673.9572267547608
-0.006012815776923654,-0.0034531973054106628,-0.0020618127869902,0.004450167760859733,0.0038309905173492917,-0.004135637894385075,0.014186184407272021,-0.019749340420223086,0.0009128382342878652,0.017660595624718153,0.004769646238584327,0.020225933970802044,675.2697179652292
-0.0024878055613027452,0.01136499991745267,-0.0007172649290246109,0.0031627761062874367,-2.7717689512688007e-05,-0.0034413724156742665,0.00676801806449656,-0.00831614130862651,0.0032693495204110653,0.010399643934646515,-0.004303087981133148,0.006544174247440478,674.0289767675545
-0.0006623580452784555,0.00011685745678083008,0.0010621492071271567,0.0014646786361918022,-0.003032566751110168,-0.0011659529181481235,-0.013864541630051021,-0.012805061185847448,-0.007209327097732042,0.004198150404275571,0.010529217935437471,0.007556021885465186,673.8606977937392
0.002234232352140032,-0.0073621428497721705,0.007975374602135222,0.01132189651406521,-0.011465826970414565,-0.007946542138483016,-0.010359439558112617,-0.0016702145237120142,-0.0011681417546103626,0.01566643689993101,-0.0052265379447586306,-0.008057708323703233,673.4224273582194
-0.002322648808355796,-0.006111629993972111,0.006260232078922252,0.011121508059518635,0.023060115618986125,-0.0026108684877157616,0.0001713860555051781,0.001433772826668295,-0.00612626132870304,-0.009762501994567633,-0.00764901494546443,-0.018927073854398818,675.4649656510878
-0.01235964786675972,0.005054449394655526,0.003238911939904451,-0.007115933254875403,-0.003434163129064718,0.013293344512369609,0.002055111089936217,0.009196127109176172,0.005363092243102206,-0.00748074333127742,0.0016800247738951522,0.006565116866792224,676.4243159967857
-0.010059898006604428,-0.002264129469220784,0.000338846543944334,0.005527100089600786,-0.0043817815953497,-0.0012992682722699621,0.0030385466549229597,-0.0042415619101741735,-0.0070320478676004165,0.005098340711434479,0.002066892881496579,0.013253427005875226,674.9189865724877
0.001919229026748249,-0.006632897148895421,-0.0007612394073671047,0.010922740023683996,-0.008615328898142293,0.0054606246375361175,-0.0010861481961950599,-0.0014149116046847168,0.0038215563934443026,0.019578421177117417,-0.003652813946676467,-0.0025602060438840385,674.4108528011473
0.0003878808537504924,-0.016897858133943146,-0.00017041334560907907,-0.005736006707753864,-0.005624317900527595,0.0012596942380745408,0.012707543857203955,0.00018583038967111463,0.0021005496489625523,-0.010472893745425814,-0.001646931089341689,-0.0036384427525078963,675.5640427926936
-0.01971577465493957,-0.009518359637530803,0.01028006995195115,0.007286304849755344,0.008374499128583145,0.008500617833355631,-0.005931214307471147,-0.0013625916980844162,0.005449765077910373,0.003728101664842381,-0.003101232696549398,-0.0017336343860888037,675.3599651483563
1.1228226127519343e-05,0.004360077086133035,-0.00983383210866667,0.009448179962490798,0.007054407600882702,-0.002891596360160895,0.0007235551079669285,-0.0033237398737308976,0.0014950024332049143,-0.011826924916010905,-0.005855247529441236,-0.006002579795596729,673.7890987541647
0.005408526915891457,-0.006331167433910536,0.01041278492532753,-0.01696948223675477,-0.00939747959098723,0.005960619747801659,-0.009340266356384193,0.00972854796416028,0.004474139986534092,0.0032041438061271646,-0.005150762120288175,0.001785645611773272,675.1334533882122
